ano,mes,data,regiao,uf,municipio,populacao,chuva_mm,temperatura_media,casos_dengue,internacoes,obitos,incidencia_100k,nivel_alerta
2016,10,2016-10-01,Nordeste,PE,Recife,2042698,155.2,26.3,717,33,3,35.1,Médio
2016,10,2016-10-01,Nordeste,PE,Jaboatão dos Guararapes,1568367,69.1,29.2,513,24,0,32.71,Médio
2016,10,2016-10-01,Nordeste,CE,Fortaleza,1530426,103.0,27.0,490,30,0,32.02,Médio
2016,10,2016-10-01,Nordeste,CE,Juazeiro do Norte,2733936,49.9,28.3,786,44,0,28.75,Médio
2016,10,2016-10-01,Nordeste,MA,São Luís,4162550,93.7,26.8,1305,69,3,31.35,Médio
2016,10,2016-10-01,Nordeste,PB,João Pessoa,3214524,102.1,25.4,970,55,4,30.18,Médio
2016,10,2016-10-01,Centro-Oeste,DF,Brasília,2318176,69.7,25.2,612,27,2,26.4,Médio
2016,10,2016-10-01,Centro-Oeste,GO,Goiânia,4404914,54.8,28.2,1330,57,0,30.19,Médio
2016,10,2016-10-01,Centro-Oeste,GO,Aparecida de Goiânia,2061546,51.3,27.7,550,24,0,26.68,Médio
2016,10,2016-10-01,Centro-Oeste,MT,Cuiabá,3449800,84.5,28.4,1091,63,4,31.63,Médio
2016,10,2016-10-01,Centro-Oeste,MS,Campo Grande,2577476,87.1,28.0,765,30,2,29.68,Médio
2016,10,2016-10-01,Sudeste,SP,São Paulo,3568732,59.6,26.8,986,34,1,27.63,Médio
2016,10,2016-10-01,Sudeste,SP,Campinas,1219718,25.8,25.1,263,17,0,21.56,Médio
2016,10,2016-10-01,Sudeste,SP,Ribeirão Preto,1508038,60.7,26.7,408,20,0,27.06,Médio
2016,10,2016-10-01,Sudeste,RJ,Rio de Janeiro,810594,62.9,24.5,181,7,1,22.33,Médio
2016,10,2016-10-01,Sudeste,RJ,Niterói,4100165,85.0,25.3,1151,51,2,28.07,Médio
2016,10,2016-10-01,Sudeste,RJ,Nova Iguaçu,2201149,61.5,26.0,587,24,2,26.67,Médio
2016,10,2016-10-01,Sudeste,RJ,Petrópolis,4103149,77.6,28.0,1239,50,2,30.2,Médio
2016,10,2016-10-01,Sudeste,MG,Belo Horizonte,1493193,23.4,23.9,290,17,1,19.42,Baixo
2016,10,2016-10-01,Sudeste,MG,Uberlândia,1238980,99.8,28.6,410,24,0,33.09,Médio
2016,10,2016-10-01,Sudeste,MG,Juiz de Fora,2371511,86.4,28.7,728,47,0,30.7,Médio
2016,10,2016-10-01,Sudeste,ES,Vitória,338762,58.2,27.3,87,4,0,25.68,Médio
2016,10,2016-10-01,Sudeste,ES,Vila Velha,2250921,28.6,24.8,509,23,0,22.61,Médio
2016,10,2016-10-01,Sudeste,ES,Serra,2935737,109.9,26.1,911,54,0,31.03,Médio
2016,10,2016-10-01,Sul,PR,Curitiba,245209,79.5,23.4,58,2,0,23.65,Médio
2016,10,2016-10-01,Sul,PR,Londrina,3801475,104.1,21.3,1007,51,0,26.49,Médio
2016,10,2016-10-01,Sul,SC,Florianópolis,871705,100.8,19.4,234,14,0,26.84,Médio
2016,10,2016-10-01,Sul,SC,Joinville,1054296,73.0,19.6,230,20,0,21.82,Médio
2016,10,2016-10-01,Sul,RS,Porto Alegre,2684032,82.6,22.0,699,36,0,26.04,Médio
2016,10,2016-10-01,Sul,RS,Caxias do Sul,325047,75.9,20.7,67,4,0,20.61,Médio
2016,11,2016-11-01,Norte,AM,Manaus,3364260,44.9,25.4,861,45,2,25.59,Médio
2016,11,2016-11-01,Norte,PA,Belém,719669,128.1,25.0,265,15,0,36.82,Médio
2016,11,2016-11-01,Norte,PA,Santarém,907885,65.6,30.7,272,8,0,29.96,Médio
2016,11,2016-11-01,Norte,RO,Porto Velho,3229771,46.5,28.2,902,49,2,27.93,Médio
2016,11,2016-11-01,Norte,TO,Palmas,3493351,81.2,26.9,1017,44,2,29.11,Médio
2016,11,2016-11-01,Nordeste,BA,Salvador,2958969,82.7,27.9,944,43,3,31.9,Médio
2016,11,2016-11-01,Nordeste,BA,Feira de Santana,2983347,25.7,29.5,798,35,2,26.75,Médio
2016,11,2016-11-01,Nordeste,PE,Recife,3392966,127.3,28.0,1260,56,2,37.14,Médio
2016,11,2016-11-01,Nordeste,PE,Jaboatão dos Guararapes,4845189,45.2,22.9,1065,49,3,21.98,Médio
2016,11,2016-11-01,Nordeste,CE,Fortaleza,2736703,90.1,27.7,874,37,4,31.94,Médio
2016,11,2016-11-01,Nordeste,CE,Juazeiro do Norte,2575255,0.0,24.0,491,31,2,19.07,Baixo
2016,11,2016-11-01,Nordeste,MA,São Luís,1688780,65.2,25.5,462,22,2,27.36,Médio
2016,11,2016-11-01,Nordeste,PB,João Pessoa,971915,55.3,27.9,270,16,1,27.78,Médio
2016,11,2016-11-01,Centro-Oeste,DF,Brasília,3151178,82.6,29.7,1041,52,1,33.04,Médio
2016,11,2016-11-01,Centro-Oeste,GO,Goiânia,2564846,160.9,28.3,975,51,0,38.01,Médio
2016,11,2016-11-01,Centro-Oeste,GO,Aparecida de Goiânia,368355,156.2,25.8,131,6,1,35.56,Médio
2016,11,2016-11-01,Centro-Oeste,MT,Cuiabá,387205,115.9,27.7,140,8,0,36.16,Médio
2016,11,2016-11-01,Centro-Oeste,MS,Campo Grande,3717915,94.9,26.1,1160,45,3,31.2,Médio
2016,11,2016-11-01,Sudeste,SP,São Paulo,2948891,56.5,26.4,815,43,0,27.64,Médio
2016,11,2016-11-01,Sudeste,SP,Campinas,2980422,26.0,26.1,693,27,1,23.25,Médio
2016,11,2016-11-01,Sudeste,SP,Ribeirão Preto,2679761,8.1,24.8,537,24,1,20.04,Médio
2016,11,2016-11-01,Sudeste,RJ,Rio de Janeiro,1683741,110.8,28.6,542,27,0,32.19,Médio
2016,11,2016-11-01,Sudeste,RJ,Niterói,4506696,62.6,25.2,1127,59,1,25.01,Médio
2016,11,2016-11-01,Sudeste,RJ,Nova Iguaçu,3475169,91.3,29.4,1142,56,0,32.86,Médio
2016,11,2016-11-01,Sudeste,RJ,Petrópolis,2288722,87.1,28.6,727,32,1,31.76,Médio
2016,11,2016-11-01,Sudeste,MG,Belo Horizonte,3981684,44.4,29.8,1219,72,2,30.62,Médio
2016,11,2016-11-01,Sudeste,MG,Uberlândia,4601717,143.8,26.5,1558,74,7,33.86,Médio
2016,11,2016-11-01,Sudeste,MG,Juiz de Fora,4053693,9.1,26.6,895,58,4,22.08,Médio
2016,11,2016-11-01,Sudeste,ES,Vitória,4054771,16.9,23.7,859,33,1,21.18,Médio
2016,11,2016-11-01,Sudeste,ES,Vila Velha,2500015,33.6,30.6,749,47,0,29.96,Médio
2016,11,2016-11-01,Sudeste,ES,Serra,860220,60.9,29.3,282,19,1,32.78,Médio
2016,11,2016-11-01,Sul,PR,Curitiba,2520598,69.2,22.5,593,30,1,23.53,Médio
2016,11,2016-11-01,Sul,PR,Londrina,182290,82.8,20.2,38,4,0,20.85,Médio
2016,11,2016-11-01,Sul,SC,Florianópolis,3695627,126.2,22.9,1147,65,5,31.04,Médio
2016,11,2016-11-01,Sul,SC,Joinville,4884137,0.0,20.0,739,26,0,15.13,Baixo
2016,11,2016-11-01,Sul,RS,Porto Alegre,2818855,75.8,22.6,710,32,1,25.19,Médio
2016,11,2016-11-01,Sul,RS,Caxias do Sul,3481288,4.8,21.7,605,27,1,17.38,Baixo
2016,12,2016-12-01,Norte,AM,Manaus,3620720,176.8,27.0,1431,85,3,39.52,Médio
2016,12,2016-12-01,Norte,PA,Belém,4365356,136.1,25.4,1509,90,1,34.57,Médio
2016,12,2016-12-01,Norte,PA,Santarém,2527669,147.1,25.9,932,46,1,36.87,Médio
2016,12,2016-12-01,Norte,RO,Porto Velho,4200557,134.5,23.9,1440,74,2,34.28,Médio
2016,12,2016-12-01,Norte,TO,Palmas,169792,129.5,28.0,63,0,0,37.1,Médio
2016,12,2016-12-01,Nordeste,BA,Salvador,2560133,113.5,26.2,819,38,1,31.99,Médio
2016,12,2016-12-01,Nordeste,BA,Feira de Santana,3956832,151.5,26.5,1432,83,2,36.19,Médio
2016,12,2016-12-01,Nordeste,PE,Recife,786385,178.1,29.4,340,14,1,43.24,Médio
2016,12,2016-12-01,Nordeste,PE,Jaboatão dos Guararapes,1638278,104.1,27.4,474,30,0,28.93,Médio
2016,12,2016-12-01,Nordeste,CE,Fortaleza,3890117,92.9,28.8,1347,83,2,34.63,Médio
2016,12,2016-12-01,Nordeste,CE,Juazeiro do Norte,1388435,107.6,21.4,413,17,2,29.75,Médio
2016,12,2016-12-01,Nordeste,MA,São Luís,2844663,149.5,25.1,1072,55,1,37.68,Médio
2016,12,2016-12-01,Nordeste,PB,João Pessoa,1033846,129.3,26.1,332,15,0,32.11,Médio
2016,12,2016-12-01,Centro-Oeste,DF,Brasília,3466170,169.4,28.6,1442,59,2,41.6,Médio
2016,12,2016-12-01,Centro-Oeste,GO,Goiânia,3708947,134.2,24.3,1231,52,2,33.19,Médio
2016,12,2016-12-01,Centro-Oeste,GO,Aparecida de Goiânia,4829453,129.4,28.8,1756,88,7,36.36,Médio
2016,12,2016-12-01,Centro-Oeste,MT,Cuiabá,2142651,121.9,27.7,716,28,2,33.42,Médio
2016,12,2016-12-01,Centro-Oeste,MS,Campo Grande,486212,196.9,25.7,182,6,0,37.43,Médio
2016,12,2016-12-01,Sudeste,SP,São Paulo,1584797,133.3,25.0,539,23,1,34.01,Médio
2016,12,2016-12-01,Sudeste,SP,Campinas,3570628,168.9,28.7,1432,73,4,40.1,Médio
2016,12,2016-12-01,Sudeste,SP,Ribeirão Preto,3574080,240.3,26.9,1631,97,4,45.63,Médio
2016,12,2016-12-01,Sudeste,RJ,Rio de Janeiro,1907115,149.8,26.8,680,44,3,35.66,Médio
2016,12,2016-12-01,Sudeste,RJ,Niterói,2688123,145.0,27.6,979,53,2,36.42,Médio
2016,12,2016-12-01,Sudeste,RJ,Nova Iguaçu,4401739,94.1,28.1,1440,64,4,32.71,Médio
2016,12,2016-12-01,Sudeste,RJ,Petrópolis,1497402,110.4,25.1,498,20,2,33.26,Médio
2016,12,2016-12-01,Sudeste,MG,Belo Horizonte,2752956,162.1,28.3,1123,61,1,40.79,Médio
2016,12,2016-12-01,Sudeste,MG,Uberlândia,220277,151.7,28.8,78,4,0,35.41,Médio
2016,12,2016-12-01,Sudeste,MG,Juiz de Fora,424190,157.4,27.7,167,5,1,39.37,Médio
2016,12,2016-12-01,Sudeste,ES,Vitória,1661886,111.2,29.0,574,27,0,34.54,Médio
2016,12,2016-12-01,Sudeste,ES,Vila Velha,3303851,145.6,26.1,1190,60,3,36.02,Médio
2016,12,2016-12-01,Sudeste,ES,Serra,2373020,159.2,23.4,795,36,3,33.5,Médio
2016,12,2016-12-01,Sul,PR,Curitiba,3413855,129.2,18.8,932,60,2,27.3,Médio
2016,12,2016-12-01,Sul,PR,Londrina,1675031,157.1,18.5,486,21,1,29.01,Médio
2016,12,2016-12-01,Sul,SC,Florianópolis,949820,158.4,21.0,298,18,0,31.37,Médio
2016,12,2016-12-01,Sul,SC,Joinville,2445159,94.6,19.1,565,27,0,23.11,Médio
2016,12,2016-12-01,Sul,RS,Porto Alegre,170660,164.5,20.0,59,4,0,34.57,Médio
2016,12,2016-12-01,Sul,RS,Caxias do Sul,4028292,171.5,19.6,1305,78,2,32.4,Médio
2017,1,2017-01-01,Norte,AM,Manaus,3887671,129.2,26.0,1301,61,2,33.46,Médio
2017,1,2017-01-01,Norte,PA,Belém,4238018,106.3,26.5,1346,87,1,31.76,Médio
2017,1,2017-01-01,Norte,PA,Santarém,1632997,96.4,28.3,560,26,0,34.29,Médio
2017,1,2017-01-01,Norte,RO,Porto Velho,1059902,198.8,27.7,441,15,1,41.61,Médio
2017,1,2017-01-01,Norte,TO,Palmas,3816318,121.2,26.5,1311,70,2,34.35,Médio
2017,1,2017-01-01,Nordeste,BA,Salvador,317785,163.8,23.4,107,4,0,33.67,Médio
2017,1,2017-01-01,Nordeste,BA,Feira de Santana,759243,121.2,29.2,285,12,0,37.54,Médio
2017,1,2017-01-01,Nordeste,PE,Recife,677570,89.3,24.1,205,12,1,30.26,Médio
2017,1,2017-01-01,Nordeste,PE,Jaboatão dos Guararapes,4680538,110.5,26.8,1553,80,3,33.18,Médio
2017,1,2017-01-01,Nordeste,CE,Fortaleza,2776209,131.6,30.6,1055,60,1,38.0,Médio
2017,1,2017-01-01,Nordeste,CE,Juazeiro do Norte,260149,178.5,26.6,94,3,0,36.13,Médio
2017,1,2017-01-01,Nordeste,MA,São Luís,2708173,139.8,26.5,1023,61,1,37.77,Médio
2017,1,2017-01-01,Nordeste,PB,João Pessoa,2589080,136.5,26.5,852,42,1,32.91,Médio
2017,1,2017-01-01,Centro-Oeste,DF,Brasília,3562567,152.8,24.3,1260,70,0,35.37,Médio
2017,1,2017-01-01,Centro-Oeste,GO,Goiânia,242547,128.1,24.2,65,4,0,26.8,Médio
2017,1,2017-01-01,Centro-Oeste,GO,Aparecida de Goiânia,393772,142.9,27.7,151,13,1,38.35,Médio
2017,1,2017-01-01,Centro-Oeste,MT,Cuiabá,4518276,119.5,27.7,1582,80,2,35.01,Médio
2017,1,2017-01-01,Centro-Oeste,MS,Campo Grande,2243698,137.5,27.5,869,44,2,38.73,Médio
2017,1,2017-01-01,Sudeste,SP,São Paulo,4280899,157.0,26.4,1492,76,5,34.85,Médio
2017,1,2017-01-01,Sudeste,SP,Campinas,370437,183.3,26.3,151,8,1,40.76,Médio
2017,1,2017-01-01,Sudeste,SP,Ribeirão Preto,3495131,166.5,27.7,1330,76,5,38.05,Médio
2017,1,2017-01-01,Sudeste,RJ,Rio de Janeiro,2849849,175.0,23.9,1054,60,2,36.98,Médio
2017,1,2017-01-01,Sudeste,RJ,Niterói,1115158,86.3,27.6,324,18,0,29.05,Médio
2017,1,2017-01-01,Sudeste,RJ,Nova Iguaçu,2780022,162.6,23.7,913,42,1,32.84,Médio
2017,1,2017-01-01,Sudeste,RJ,Petrópolis,4534767,179.5,25.7,1747,93,7,38.52,Médio
2017,1,2017-01-01,Sudeste,MG,Belo Horizonte,499834,187.2,25.3,201,15,1,40.21,Médio
2017,1,2017-01-01,Sudeste,MG,Uberlândia,910808,172.7,28.3,409,25,0,44.91,Médio
2017,1,2017-01-01,Sudeste,MG,Juiz de Fora,1279267,163.7,27.4,492,32,0,38.46,Médio
2017,1,2017-01-01,Sudeste,ES,Vitória,2554147,213.0,30.6,1201,53,1,47.02,Médio
2017,1,2017-01-01,Sudeste,ES,Vila Velha,1950514,109.0,28.0,666,30,0,34.14,Médio
2017,1,2017-01-01,Sudeste,ES,Serra,1898769,116.5,26.8,589,21,1,31.02,Médio
2017,1,2017-01-01,Sul,PR,Curitiba,3864752,144.5,21.5,1211,54,1,31.33,Médio
2017,1,2017-01-01,Sul,PR,Londrina,2137908,182.7,22.3,744,39,3,34.8,Médio
2017,1,2017-01-01,Sul,SC,Florianópolis,4510735,75.5,22.4,1080,51,1,23.94,Médio
2017,1,2017-01-01,Sul,SC,Joinville,2862961,119.6,21.6,818,49,0,28.57,Médio
2017,1,2017-01-01,Sul,RS,Porto Alegre,4342772,183.7,18.2,1359,54,4,31.29,Médio
2017,1,2017-01-01,Sul,RS,Caxias do Sul,4718906,165.4,21.5,1551,87,2,32.87,Médio
2017,2,2017-02-01,Norte,AM,Manaus,1397305,191.2,25.4,551,29,2,39.43,Médio
2017,2,2017-02-01,Norte,PA,Belém,2468507,177.3,23.4,925,47,1,37.47,Médio
2017,2,2017-02-01,Norte,PA,Santarém,3757179,94.4,24.9,1087,58,3,28.93,Médio
2017,2,2017-02-01,Norte,RO,Porto Velho,2044247,129.6,27.9,755,45,1,36.93,Médio
2017,2,2017-02-01,Norte,TO,Palmas,2069954,62.5,27.3,578,17,0,27.92,Médio
2017,2,2017-02-01,Nordeste,BA,Salvador,3399992,151.3,30.2,1334,63,1,39.24,Médio
2017,2,2017-02-01,Nordeste,BA,Feira de Santana,3722973,115.3,27.5,1219,62,1,32.74,Médio
2017,2,2017-02-01,Nordeste,PE,Recife,3418987,120.1,27.4,1172,60,0,34.28,Médio
2017,2,2017-02-01,Nordeste,PE,Jaboatão dos Guararapes,3701276,138.8,28.0,1393,50,3,37.64,Médio
2017,2,2017-02-01,Nordeste,CE,Fortaleza,4876792,103.4,29.2,1737,93,3,35.62,Médio
2017,2,2017-02-01,Nordeste,CE,Juazeiro do Norte,1116561,87.7,28.4,361,22,0,32.33,Médio
2017,2,2017-02-01,Nordeste,MA,São Luís,2826296,115.4,26.0,925,43,1,32.73,Médio
2017,2,2017-02-01,Nordeste,PB,João Pessoa,1413824,85.0,26.4,421,21,1,29.78,Médio
2017,2,2017-02-01,Centro-Oeste,DF,Brasília,1324173,176.8,28.0,548,32,0,41.38,Médio
2017,2,2017-02-01,Centro-Oeste,GO,Goiânia,1795553,139.0,29.8,711,37,1,39.6,Médio
2017,2,2017-02-01,Centro-Oeste,GO,Aparecida de Goiânia,1560710,111.9,29.6,569,34,0,36.46,Médio
2017,2,2017-02-01,Centro-Oeste,MT,Cuiabá,1452167,211.1,28.5,619,27,0,42.63,Médio
2017,2,2017-02-01,Centro-Oeste,MS,Campo Grande,3046365,111.5,26.8,985,38,2,32.33,Médio
2017,2,2017-02-01,Sudeste,SP,São Paulo,2966581,195.7,28.0,1268,77,3,42.74,Médio
2017,2,2017-02-01,Sudeste,SP,Campinas,263740,126.3,27.0,82,4,0,31.09,Médio
2017,2,2017-02-01,Sudeste,SP,Ribeirão Preto,4310056,159.6,29.2,1745,86,1,40.49,Médio
2017,2,2017-02-01,Sudeste,RJ,Rio de Janeiro,3751076,69.6,30.5,1261,60,2,33.62,Médio
2017,2,2017-02-01,Sudeste,RJ,Niterói,914486,106.8,27.9,327,21,0,35.76,Médio
2017,2,2017-02-01,Sudeste,RJ,Nova Iguaçu,3594629,148.3,26.4,1408,74,2,39.17,Médio
2017,2,2017-02-01,Sudeste,RJ,Petrópolis,4864243,146.7,28.2,1828,72,5,37.58,Médio
2017,2,2017-02-01,Sudeste,MG,Belo Horizonte,3579731,108.8,26.8,1102,55,1,30.78,Médio
2017,2,2017-02-01,Sudeste,MG,Uberlândia,4901590,122.2,26.2,1622,75,2,33.09,Médio
2017,2,2017-02-01,Sudeste,MG,Juiz de Fora,2527027,130.3,28.0,914,42,2,36.17,Médio
2017,2,2017-02-01,Sudeste,ES,Vitória,3701911,103.2,25.9,1113,64,1,30.07,Médio
2017,2,2017-02-01,Sudeste,ES,Vila Velha,376150,155.7,25.8,128,5,1,34.03,Médio
2017,2,2017-02-01,Sudeste,ES,Serra,295072,164.6,27.6,114,7,0,38.63,Médio
2017,2,2017-02-01,Sul,PR,Curitiba,2733294,187.5,22.3,1010,38,0,36.95,Médio
2017,2,2017-02-01,Sul,PR,Londrina,3882367,138.5,20.0,1094,56,0,28.18,Médio
2017,2,2017-02-01,Sul,SC,Florianópolis,1837569,141.3,19.9,560,32,1,30.48,Médio
2017,2,2017-02-01,Sul,SC,Joinville,355003,112.5,19.6,94,7,0,26.48,Médio
2017,2,2017-02-01,Sul,RS,Porto Alegre,3025190,178.6,22.5,1106,59,1,36.56,Médio
2017,2,2017-02-01,Sul,RS,Caxias do Sul,2689229,147.5,19.7,758,40,1,28.19,Médio
2017,3,2017-03-01,Norte,AM,Manaus,967730,141.3,23.8,352,18,1,36.37,Médio
2017,3,2017-03-01,Norte,PA,Belém,4823735,131.6,25.4,1584,62,1,32.84,Médio
2017,3,2017-03-01,Norte,PA,Santarém,2806488,135.8,30.7,1043,38,2,37.16,Médio
2017,3,2017-03-01,Norte,RO,Porto Velho,598230,121.6,27.3,220,10,0,36.78,Médio
2017,3,2017-03-01,Norte,TO,Palmas,2610691,164.5,27.5,977,49,2,37.42,Médio
2017,3,2017-03-01,Nordeste,BA,Salvador,2423753,116.1,25.7,819,48,1,33.79,Médio
2017,3,2017-03-01,Nordeste,BA,Feira de Santana,2766201,146.6,27.0,1028,37,2,37.16,Médio
2017,3,2017-03-01,Nordeste,PE,Recife,1801023,206.7,26.2,734,40,1,40.75,Médio
2017,3,2017-03-01,Nordeste,PE,Jaboatão dos Guararapes,4301140,158.4,25.6,1569,86,1,36.48,Médio
2017,3,2017-03-01,Nordeste,CE,Fortaleza,3073974,105.8,27.4,1009,48,1,32.82,Médio
2017,3,2017-03-01,Nordeste,CE,Juazeiro do Norte,602756,180.5,28.4,286,18,1,47.45,Médio
2017,3,2017-03-01,Nordeste,MA,São Luís,4987297,136.6,29.6,1927,80,4,38.64,Médio
2017,3,2017-03-01,Nordeste,PB,João Pessoa,3116061,157.1,28.7,1192,67,4,38.25,Médio
2017,3,2017-03-01,Centro-Oeste,DF,Brasília,2017095,214.4,25.5,871,47,0,43.18,Médio
2017,3,2017-03-01,Centro-Oeste,GO,Goiânia,2085918,62.7,28.5,612,25,1,29.34,Médio
2017,3,2017-03-01,Centro-Oeste,GO,Aparecida de Goiânia,3867259,119.8,27.9,1382,85,5,35.74,Médio
2017,3,2017-03-01,Centro-Oeste,MT,Cuiabá,2381434,80.6,27.5,696,37,1,29.23,Médio
2017,3,2017-03-01,Centro-Oeste,MS,Campo Grande,2697570,79.9,28.0,820,45,0,30.4,Médio
2017,3,2017-03-01,Sudeste,SP,São Paulo,2444377,150.7,23.6,868,45,0,35.51,Médio
2017,3,2017-03-01,Sudeste,SP,Campinas,1388355,158.0,27.7,562,32,0,40.48,Médio
2017,3,2017-03-01,Sudeste,SP,Ribeirão Preto,4900416,179.9,28.0,1987,105,3,40.55,Médio
2017,3,2017-03-01,Sudeste,RJ,Rio de Janeiro,1066040,105.3,26.0,381,22,0,35.74,Médio
2017,3,2017-03-01,Sudeste,RJ,Niterói,1869917,140.1,26.8,660,35,0,35.3,Médio
2017,3,2017-03-01,Sudeste,RJ,Nova Iguaçu,4289144,181.6,29.0,1770,78,4,41.27,Médio
2017,3,2017-03-01,Sudeste,RJ,Petrópolis,2773658,125.7,27.3,1000,52,4,36.05,Médio
2017,3,2017-03-01,Sudeste,MG,Belo Horizonte,848136,116.5,27.8,289,21,1,34.07,Médio
2017,3,2017-03-01,Sudeste,MG,Uberlândia,4548472,101.3,28.6,1463,79,5,32.16,Médio
2017,3,2017-03-01,Sudeste,MG,Juiz de Fora,4429218,100.8,26.4,1351,60,1,30.5,Médio
2017,3,2017-03-01,Sudeste,ES,Vitória,2779995,138.8,26.2,955,49,2,34.35,Médio
2017,3,2017-03-01,Sudeste,ES,Vila Velha,1632238,173.5,22.8,574,25,0,35.17,Médio
2017,3,2017-03-01,Sudeste,ES,Serra,4805694,157.1,28.5,1838,92,8,38.25,Médio
2017,3,2017-03-01,Sul,PR,Curitiba,3087344,113.2,21.1,848,46,1,27.47,Médio
2017,3,2017-03-01,Sul,PR,Londrina,3820354,151.2,20.3,1235,69,1,32.33,Médio
2017,3,2017-03-01,Sul,SC,Florianópolis,3187002,190.9,20.6,1069,52,2,33.54,Médio
2017,3,2017-03-01,Sul,SC,Joinville,1370422,78.1,22.9,324,14,0,23.64,Médio
2017,3,2017-03-01,Sul,RS,Porto Alegre,1807058,145.5,21.4,560,29,2,30.99,Médio
2017,3,2017-03-01,Sul,RS,Caxias do Sul,3522945,155.7,20.2,1081,50,3,30.68,Médio
2017,4,2017-04-01,Norte,AM,Manaus,2485662,108.2,26.4,769,46,2,30.94,Médio
2017,4,2017-04-01,Norte,PA,Belém,1664455,70.1,28.6,523,22,2,31.42,Médio
2017,4,2017-04-01,Norte,PA,Santarém,4814672,145.9,29.0,1810,96,0,37.59,Médio
2017,4,2017-04-01,Norte,RO,Porto Velho,1533282,181.0,27.8,600,37,0,39.13,Médio
2017,4,2017-04-01,Norte,TO,Palmas,1127914,187.7,26.2,399,20,0,35.38,Médio
2017,4,2017-04-01,Nordeste,BA,Salvador,3153944,228.4,29.3,1558,85,1,49.4,Médio
2017,4,2017-04-01,Nordeste,BA,Feira de Santana,722749,143.8,28.9,293,27,0,40.54,Médio
2017,4,2017-04-01,Nordeste,PE,Recife,2566835,112.6,25.7,794,32,0,30.93,Médio
2017,4,2017-04-01,Nordeste,PE,Jaboatão dos Guararapes,1214812,75.3,25.2,347,14,1,28.56,Médio
2017,4,2017-04-01,Nordeste,CE,Fortaleza,2816973,123.7,25.3,939,50,0,33.33,Médio
2017,4,2017-04-01,Nordeste,CE,Juazeiro do Norte,1564944,152.7,27.0,567,30,0,36.23,Médio
2017,4,2017-04-01,Nordeste,MA,São Luís,3949792,183.6,25.9,1498,67,1,37.93,Médio
2017,4,2017-04-01,Nordeste,PB,João Pessoa,2269437,130.3,30.4,837,54,2,36.88,Médio
2017,4,2017-04-01,Centro-Oeste,DF,Brasília,4377211,109.8,27.0,1450,71,2,33.13,Médio
2017,4,2017-04-01,Centro-Oeste,GO,Goiânia,1921822,125.4,26.6,679,33,1,35.33,Médio
2017,4,2017-04-01,Centro-Oeste,GO,Aparecida de Goiânia,4408836,181.7,29.3,1809,91,3,41.03,Médio
2017,4,2017-04-01,Centro-Oeste,MT,Cuiabá,4748369,169.0,24.2,1697,97,4,35.74,Médio
2017,4,2017-04-01,Centro-Oeste,MS,Campo Grande,4548481,136.8,28.7,1745,86,1,38.36,Médio
2017,4,2017-04-01,Sudeste,SP,São Paulo,1167677,131.2,25.3,345,16,0,29.55,Médio
2017,4,2017-04-01,Sudeste,SP,Campinas,562872,167.0,23.9,208,9,0,36.95,Médio
2017,4,2017-04-01,Sudeste,SP,Ribeirão Preto,4961743,126.8,23.3,1515,70,4,30.53,Médio
2017,4,2017-04-01,Sudeste,RJ,Rio de Janeiro,3304066,168.8,26.8,1334,73,1,40.37,Médio
2017,4,2017-04-01,Sudeste,RJ,Niterói,4517257,141.3,26.9,1677,90,4,37.12,Médio
2017,4,2017-04-01,Sudeste,RJ,Nova Iguaçu,3563468,146.9,24.5,1190,53,1,33.39,Médio
2017,4,2017-04-01,Sudeste,RJ,Petrópolis,4319192,200.3,28.1,1900,94,2,43.99,Médio
2017,4,2017-04-01,Sudeste,MG,Belo Horizonte,1848517,83.7,25.4,523,23,0,28.29,Médio
2017,4,2017-04-01,Sudeste,MG,Uberlândia,1576517,134.6,27.2,566,35,0,35.9,Médio
2017,4,2017-04-01,Sudeste,MG,Juiz de Fora,2908647,149.3,25.5,1043,40,1,35.86,Médio
2017,4,2017-04-01,Sudeste,ES,Vitória,2903076,115.1,30.3,1045,49,1,36.0,Médio
2017,4,2017-04-01,Sudeste,ES,Vila Velha,4499889,173.8,27.4,1755,89,1,39.0,Médio
2017,4,2017-04-01,Sudeste,ES,Serra,2525357,130.4,26.1,877,47,1,34.73,Médio
2017,4,2017-04-01,Sul,PR,Curitiba,3989405,151.5,20.6,1223,60,1,30.66,Médio
2017,4,2017-04-01,Sul,PR,Londrina,2196154,86.2,15.3,436,18,0,19.85,Baixo
2017,4,2017-04-01,Sul,SC,Florianópolis,4587519,121.5,26.2,1516,77,0,33.05,Médio
2017,4,2017-04-01,Sul,SC,Joinville,1929811,129.9,19.5,514,27,1,26.63,Médio
2017,4,2017-04-01,Sul,RS,Porto Alegre,2241323,151.6,15.5,570,34,1,25.43,Médio
2017,4,2017-04-01,Sul,RS,Caxias do Sul,4277804,133.9,21.0,1256,68,1,29.36,Médio
2017,5,2017-05-01,Norte,AM,Manaus,2380426,82.5,25.1,683,34,1,28.69,Médio
2017,5,2017-05-01,Norte,PA,Belém,1155508,63.8,29.7,380,19,0,32.89,Médio
2017,5,2017-05-01,Norte,PA,Santarém,4646323,43.7,31.0,1364,71,0,29.36,Médio
2017,5,2017-05-01,Norte,RO,Porto Velho,3656129,92.8,26.8,1137,69,1,31.1,Médio
2017,5,2017-05-01,Norte,TO,Palmas,4209099,52.8,26.5,1094,60,1,25.99,Médio
